basecode,basecode_fill,KCIS
0,244,27212
0,244,27212
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27213
0,244,27214
0,244,27214
0,244,27214
0,244,27214
0,244,27214
0,244,27214
0,244,27214
0,244,27219
0,244,27219
0,244,27219
0,244,29191
0,244,29191
0,244,29191
245,245,27215
0,245,27215
0,245,27215
0,245,27216
0,245,27216
0,245,27216
0,245,27216
246,246,26421
0,246,27322
0,246,27322
0,246,27322
0,246,27322
0,246,27322
0,246,27322
0,246,27322
0,246,27322
0,246,27322
247,247,27310
0,247,27310
0,247,27310
0,247,27310
0,247,27321
0,247,27321
0,247,27321
0,247,27321
0,247,27321
0,247,27321
0,247,27321
0,247,27321
0,247,27329
0,247,27329
0,247,27329
0,247,27329
0,247,27329
248,248,27401
0,248,27401
0,248,27401
0,248,27402
0,248,27402
0,248,27402
249,249,30121
0,249,30121
0,249,30121
0,249,30121
0,249,30121
0,249,30121
0,249,30121
0,249,30121
0,249,30121
0,249,30121
250,250,30121
0,250,30121
0,250,30121
0,250,30121
0,250,30121
251,251,30121
0,251,30122
0,251,30122
0,251,30122
0,251,30122
0,251,30122
252,252,30201
0,252,30201
0,252,30201
253,253,30202
0,253,30202
0,253,30203
254,254,30110
0,254,30110
255,255,30201
0,255,30310
0,255,30320
0,255,30391
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
0,255,30399
256,256,31111
0,256,31111
0,256,31111
0,256,31111
0,256,31111
0,256,31111
0,256,31111
0,256,31111
0,256,31111
257,257,31112
0,257,31112
0,257,31113
0,257,31113
0,257,31119
0,257,31119
0,257,31120
0,257,31120
0,257,31120
258,258,31114
0,258,31119
0,258,31119
0,258,31119
259,259,31201
0,259,31201
0,259,31201
0,259,31201
0,259,31201
0,259,31201
0,259,31202
0,259,31202
0,259,31202
0,259,31202
0,259,31202
260,260,31310
0,260,31310
0,260,31310
0,260,31310
0,260,31321
0,260,31322
0,260,31322
261,261,31920
0,261,31920
0,261,31920
0,261,31920
262,262,31910
0,262,31991
0,262,31991
0,262,31991
0,262,31991
0,262,31991
0,262,31999
0,262,31999
263,263,32021
0,263,32021
0,263,32021
0,263,32021
0,263,32021
0,263,32021
0,263,32022
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
0,263,32029
264,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
0,264,32091
265,265,32011
0,265,32011
0,265,32012
0,265,32012
0,265,32019
0,265,32099
0,265,32099
0,265,32099
266,266,33401
0,266,33401
0,266,33401
0,266,33401
0,266,33401
0,266,33401
0,266,33401
0,266,33402
0,266,33402
0,266,33402
0,266,33402
0,266,33409
0,266,33409
267,267,33301
0,267,33302
0,267,33303
0,267,33303
0,267,33303
0,267,33303
0,267,33303
0,267,33309
0,267,33309
0,267,33309
0,267,33309
0,267,33309
0,267,33309
268,268,33201
0,268,33201
0,268,33202
0,268,33202
0,268,33202
0,268,33202
0,268,33203
0,268,33203
0,268,33203
0,268,33203
0,268,33204
0,268,33204
0,268,33209
0,268,33209
0,268,33209
0,268,33209
269,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
0,269,33920
270,270,33110
0,270,33110
0,270,33110
0,270,33110
0,270,33110
271,271,33120
0,271,33120
0,271,33910
0,271,33931
0,271,33931
0,271,33932
0,271,33933
0,271,33933
0,271,33934
272,272,33991
0,272,33991
0,272,33991
0,272,33992
0,272,33992
0,272,33992
0,272,33992
0,272,33992
0,272,33993
0,272,33993
0,272,33993
0,272,33993
0,272,33993
0,272,33993
0,272,33993
0,272,33994
0,272,33994
0,272,33994
0,272,33994
0,272,33994
0,272,33999
0,272,33999
0,272,33999
0,272,33999
0,272,33999
0,272,33999
0,272,33999
0,272,33999
273,273,10110
0,273,13910
0,273,19101
0,273,25931
0,273,25993
274,274,35112
275,275,35113
276,276,35111
277,277,35119
278,278,35119
279,279,35200
280,280,35300
281,281,36010
0,281,36020
282,282,37011
0,282,37012
0,282,37021
0,282,37022
0,282,39001
0,282,39009
283,283,37011
0,283,37012
0,283,37021
0,283,37022
0,283,39001
0,283,39009
284,284,38110
0,284,38120
0,284,38130
0,284,38210
0,284,38220
0,284,38230
0,284,38240
285,285,38110
0,285,38120
0,285,38130
0,285,38210
0,285,38220
0,285,38230
0,285,38240
286,286,38301
0,286,38302
0,286,46791
287,287,41111
0,287,41112
288,288,41121
0,288,41122
0,288,41129
289,289,41112
0,289,41121
290,290,41221
291,291,41222
292,292,41223
293,293,41223
294,294,41223
0,294,41224
295,295,41223
296,296,41210
0,296,41226
297,297,41224
298,298,42321
299,299,41225
0,299,42311
300,300,41225
301,301,41225
0,301,41229
302,302,45110
0,302,45301
0,302,46101
0,302,46799
0,302,46800
303,303,45110
0,303,45302
0,303,47111
304,304,49100
0,304,49211
305,305,49100
306,306,49212
0,306,49219
0,306,49220
0,306,49231
0,306,49232
0,306,49233
0,306,49239
307,307,49311
0,307,49312
0,307,49390
0,307,49500
308,308,49401
0,308,49402
309,309,50121
0,309,50122
0,309,50130
0,309,50201
0,309,50202
0,309,50203
0,309,50209
310,310,50111
0,310,50112
311,311,51100
0,311,51200
312,312,52911
0,312,52912
0,312,52913
0,312,52914
0,312,52915
0,312,52919
313,313,52921
0,313,52929
314,314,52931
0,314,52939
315,315,52941
0,315,52942
316,316,52101
0,316,52102
0,316,52103
0,316,52104
0,316,52109
317,317,52991
0,317,52992
0,317,52999
318,318,56111
0,318,56112
0,318,56113
0,318,56114
0,318,56119
0,318,56120
0,318,56131
0,318,56132
319,319,56211
0,319,56212
0,319,56219
320,320,56191
0,320,56192
0,320,56193
0,320,56194
0,320,56199
0,320,56220
321,321,55111
0,321,55112
0,321,55113
0,321,55114
0,321,55119
0,321,55901
0,321,55909
322,322,61100
323,323,61210
324,324,61220
0,324,61230
0,324,61299
325,325,61291
0,325,61299
326,326,60100
0,326,60210
327,327,60221
0,327,60222
0,327,60229
328,328,63111
0,328,63112
0,328,63120
0,328,63910
0,328,63991
0,328,63999
329,329,58211
0,329,58219
0,329,58221
0,329,58222
0,329,62010
0,329,62021
330,330,62022
0,330,62090
331,331,58121
332,332,58111
0,332,58112
0,332,58119
0,332,58122
0,332,58123
0,332,58190
333,333,59111
0,333,59112
0,333,59113
0,333,59114
0,333,59120
0,333,59130
0,333,59201
0,333,59202
334,334,59141
0,334,59142
335,335,64110
0,335,64121
0,335,64122
0,335,64131
0,335,64132
0,335,64139
336,336,64201
0,336,66191
337,337,64209
0,337,64911
0,337,64912
0,337,64913
0,337,64919
0,337,64919
0,337,64991
0,337,66199
338,338,65110
0,338,65301
0,338,65303
339,339,65121
0,339,65122
0,339,65200
0,339,65302
340,340,64992
0,340,65122
0,340,66110
0,340,66121
0,340,66199
0,340,66201
0,340,66202
0,340,66209
0,340,71520
341,341,68111
342,342,68112
0,342,68119
343,343,68121
0,343,68122
0,343,68129
344,344,68211
0,344,68212
0,344,68221
0,344,68222
345,345,69110
0,345,69190
0,345,69210
0,345,69220
0,345,69291
0,345,69292
0,345,69299
0,345,69310
0,345,69320
0,345,69390
346,346,70111
347,347,70111
348,348,70111
349,349,0
350,350,71101
0,350,71102
0,350,71103
0,350,71109
0,350,71201
0,350,71202
0,350,71209
351,351,71400
0,351,71531
0,351,71532
0,351,75993
352,352,71310
0,352,71391
0,352,71392
0,352,71393
0,352,71399
353,353,72111
0,353,72112
0,353,72121
0,353,72921
0,353,72922
354,354,72122
0,354,72129
355,355,8010
0,355,8090
0,355,72911
0,355,72919
0,355,72923
0,355,72924
356,356,73100
0,356,73201
0,356,73202
0,356,73203
0,356,73209
0,356,73301
0,356,73302
0,356,73303
0,356,73901
0,356,73902
0,356,73903
0,356,73904
0,356,73909
357,357,74100
0,357,74211
0,357,74212
0,357,74220
0,357,74300
358,358,75110
0,358,75120
359,359,75211
0,359,75212
0,359,75290
0,359,75310
0,359,75320
0,359,75330
0,359,75911
0,359,75912
0,359,75919
0,359,75991
0,359,75992
0,359,75994
0,359,75999
360,360,84111
361,361,84113
362,362,85110
0,362,85120
0,362,85211
0,362,85212
0,362,85221
0,362,85222
0,362,85229
0,362,85301
0,362,85302
0,362,85303
0,362,85410
0,362,85630
0,362,85640
0,362,85659
363,363,85110
0,363,85120
0,363,85211
0,363,85212
0,363,85221
0,363,85222
0,363,85229
0,363,85301
0,363,85302
0,363,85303
0,363,85410
0,363,85420
0,363,85430
0,363,85630
0,363,85640
364,364,85501
0,364,85502
0,364,85503
0,364,85504
0,364,85509
0,364,85611
0,364,85612
0,364,85620
0,364,85651
0,364,85659
0,364,85691
0,364,85699
0,364,85701
0,364,85709
365,365,86101
0,365,86102
0,365,86103
0,365,86104
0,365,86201
0,365,86202
0,365,86203
0,365,86204
0,365,86300
366,366,86102
0,366,86103
0,366,86104
0,366,86201
0,366,86202
0,366,86203
0,366,86204
0,366,86909
367,367,86101
0,367,86102
0,367,86103
0,367,86104
0,367,86201
0,367,86202
0,367,86203
0,367,86204
0,367,86901
0,367,86902
0,367,86909
368,368,65131
0,368,65139
0,368,65303
369,369,87111
0,369,87112
0,369,87121
0,369,87122
0,369,87131
0,369,87139
0,369,87210
0,369,87299
370,370,87111
0,370,87112
0,370,87121
0,370,87122
0,370,87131
0,370,87139
0,370,87210
0,370,87291
0,370,87299
371,371,55114
0,371,90110
0,371,90121
0,371,90122
0,371,90123
0,371,90211
0,371,90221
0,371,90222
0,371,90232
0,371,91111
0,371,91112
0,371,91113
0,371,91239
0,371,91292
372,372,90110
0,372,90121
0,372,90122
0,372,90123
0,372,90131
0,372,90132
0,372,90191
0,372,90192
0,372,90199
373,373,90211
0,373,90212
0,373,90221
0,373,90222
0,373,90231
0,373,90232
0,373,90290
374,374,91111
0,374,91112
0,374,91113
0,374,91121
0,374,91122
0,374,91131
0,374,91132
0,374,91133
0,374,91134
0,374,91135
0,374,91136
0,374,91139
0,374,91191
0,374,91199
375,375,91113
0,375,91210
0,375,91221
0,375,91222
0,375,91223
0,375,91229
0,375,91231
0,375,91239
0,375,91241
0,375,91249
0,375,91291
0,375,91292
0,375,91293
0,375,91299
376,376,94110
0,376,94120
377,377,94200
0,377,94911
0,377,94912
0,377,94913
0,377,94914
0,377,94919
0,377,94920
0,377,94931
0,377,94939
0,377,94990
378,378,95211
0,378,95212
0,378,95213
0,378,95220
379,379,95111
0,379,95119
0,379,95121
0,379,95122
0,379,95123
380,380,95310
0,380,95391
0,380,95392
0,380,95399
381,381,96111
0,381,96112
0,381,96113
0,381,96119
0,381,96121
0,381,96122
0,381,96129
382,382,96911
0,382,96912
0,382,96913
383,383,97000
384,384,96921
0,384,96922
0,384,96991
0,384,96992
0,384,96993
0,384,96994
0,384,96995
0,384,96999
